district,Year,Month,Season,rainfall,temperature,humidity,ph,organic_carbon,sand,clay,silt,soil_texture
Bikaner,2023.0,9.0,Kharif,33.56852415628196,32.44842957148671,45.0777970621516,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2023.0,9.0,Kharif,121.88102926193416,28.13429736413505,71.61499162154227,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2023.0,9.0,Kharif,301.6970905275469,26.61370980146732,75.94583525336465,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2023.0,9.0,Kharif,86.41102208173382,31.345636746877165,50.14432127425566,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2023.0,9.0,Kharif,353.26122256594704,27.18089007802472,78.68510013177227,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2023.0,9.0,Kharif,9.059314727355824,32.38813978677442,44.55676800949298,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2023.0,9.0,Kharif,106.48268657671116,29.078308609251188,67.42938104915731,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2023.0,9.0,Kharif,214.0137929025817,26.876283045395432,77.78629356139486,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2023.0,9.0,Kharif,93.79316657746412,29.87696352590555,55.96668506100696,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2023.0,9.0,Kharif,42.08038156298928,30.73143873072643,53.30574419497548,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2023.0,9.0,Kharif,78.15131107779789,30.048593455089453,54.68068252470288,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2023.0,9.0,Kharif,130.99079301286588,28.10531056078165,69.08947569443507,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2023.0,9.0,Kharif,93.01213833600892,29.22458061990587,57.754827207542135,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2023.0,9.0,Kharif,222.144159770254,27.100072687543975,74.74352932247434,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2023.0,9.0,Kharif,126.80121193121636,28.541698290909117,67.51590758947155,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2023.0,10.0,Kharif,11.21407727708471,25.84152888931881,51.75884589903468,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2023.0,10.0,Kharif,9.189165879817308,25.66687153968301,56.15652633374074,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2023.0,10.0,Kharif,1.2507128195190564,26.864364425222305,46.92229623315113,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2023.0,10.0,Kharif,3.045764806194247,26.08045525155962,50.03051145818593,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2023.0,10.0,Kharif,9.345552244860809,26.28933526957695,41.59448417369645,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2023.0,10.0,Kharif,1.7811141186031896,24.7897038545992,54.2293182343543,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2023.0,10.0,Kharif,6.104052003089265,26.39251999608097,43.96108085416857,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2023.0,10.0,Kharif,1.451737679503973,24.559281723883227,48.66405427675478,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2023.0,10.0,Kharif,3.6030480548102335,27.241421245423965,41.70899666169883,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2023.0,10.0,Kharif,3.568622131935631,26.393387444029702,47.06833773123701,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2023.0,10.0,Kharif,16.516412417989933,26.49323675723941,51.1916266616392,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2023.0,10.0,Kharif,31.48889447883488,26.65434956208025,47.37298523778095,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2023.0,10.0,Kharif,2.293303779403212,26.540195548841137,40.84677968570789,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2023.0,10.0,Kharif,19.81188643950539,25.97760588085665,45.67021195835316,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2023.0,10.0,Kharif,3.048613320973732,26.432585246337016,52.925181935823815,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2023.0,10.0,Kharif,1.6280161067720988,29.21446648496205,37.919813066364384,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2023.0,10.0,Kharif,1.267688108887179,25.95810767503557,44.32866086166956,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2023.0,10.0,Kharif,9.291436384505726,28.76223923608144,35.72330687927179,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2023.0,10.0,Kharif,1.3603076134216276,26.87654919565837,44.25408412152855,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2023.0,10.0,Kharif,3.5510748464145445,25.43530532926147,50.45890475995953,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2023.0,10.0,Kharif,37.56681478872152,27.789178391067157,37.14299565335612,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2023.0,10.0,Kharif,0.1902644167444604,25.882895612453705,57.33046123387398,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2023.0,10.0,Kharif,0.9829916935240022,29.533961917940104,36.81483402143189,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2023.0,10.0,Kharif,2.5073632188290587,26.75623239416199,52.09970141992962,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2023.0,10.0,Kharif,0.408231907142533,25.74767554229742,52.77732528766988,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2023.0,10.0,Kharif,40.53987786978064,26.662178835794005,39.08149031814667,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2023.0,10.0,Kharif,4.280573367816319,28.315274919098687,37.3010624228741,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2023.0,10.0,Kharif,11.312545095324571,27.34100159519454,38.59284949993023,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2023.0,10.0,Kharif,2.6737407638197968,25.984893331283228,48.80469743219271,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2023.0,10.0,Kharif,27.407952217161668,26.3884925016876,39.19219257464405,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2023.0,10.0,Kharif,0.6103047897298896,25.341594404740512,54.67718432100581,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2023.0,10.0,Kharif,0.2053578024804339,26.92874213896915,41.41958269953861,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2023.0,11.0,Rabi,4.581441952575564,21.173414164613607,62.741890429070935,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2023.0,11.0,Rabi,1.9136075478364376,21.373340451795965,64.29413371877821,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2023.0,11.0,Rabi,7.330514172262941,22.5735063603898,52.94804623935188,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2023.0,11.0,Rabi,8.996753307516967,22.27985946905205,54.868060141281305,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2023.0,11.0,Rabi,6.497291995468441,20.911210185940707,53.592903081637935,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2023.0,11.0,Rabi,11.035918736211698,21.399870671536277,53.98673880820443,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2023.0,11.0,Rabi,6.566784975979906,21.282031265262344,57.03116928983859,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2023.0,11.0,Rabi,10.288284760686382,20.80424702115976,49.39188805034522,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2023.0,11.0,Rabi,6.801960862395258,22.26012232132581,53.1124561009344,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2023.0,11.0,Rabi,5.299153686421246,21.613372648159235,58.36688585464592,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2023.0,11.0,Rabi,2.4555160047317672,20.69577825885742,61.858308228461055,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2023.0,11.0,Rabi,5.059876907806145,20.87486192592671,60.61781256792881,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2023.0,11.0,Rabi,7.017372302129568,21.401656053032344,47.93306082411453,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2023.0,11.0,Rabi,6.515586192303991,20.89289162646478,59.10750107012387,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2023.0,11.0,Rabi,6.859341700457383,24.192974809438887,46.99870582339675,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2023.0,11.0,Rabi,6.654099314530197,24.0301024550721,38.71216552540149,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2023.0,11.0,Rabi,6.914882944288472,21.62155342997723,48.31950736829293,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2023.0,11.0,Rabi,2.759687894028075,22.20471052733169,46.94763998860654,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2023.0,11.0,Rabi,5.137429500101136,22.367065714086134,51.39338587421788,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2023.0,11.0,Rabi,6.843441203464098,22.04522204414141,50.88804493489999,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2023.0,11.0,Rabi,4.713723265994666,21.530541519710653,51.55662051267559,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2023.0,11.0,Rabi,6.200946579421276,23.210457218701265,52.86688767497724,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2023.0,11.0,Rabi,3.687487217973779,23.55683328006227,39.486868819662135,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2023.0,11.0,Rabi,10.082640502715927,22.63379993362852,52.94887726084247,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2023.0,11.0,Rabi,11.165911623066988,22.315569723214665,54.42469523314672,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2023.0,11.0,Rabi,5.851037682624262,20.740143496904864,55.09782242548852,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2023.0,11.0,Rabi,5.43395010670253,22.473147638130303,43.517006575703824,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2023.0,11.0,Rabi,5.902340070492884,21.48763336668625,47.60275088232196,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2023.0,11.0,Rabi,7.9401394949516515,21.707203662950896,51.25762601127693,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2023.0,11.0,Rabi,5.958633726936649,20.67016640977991,52.42784715937943,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2023.0,11.0,Rabi,14.079328755255537,21.66248676009982,54.86350440863718,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2023.0,11.0,Rabi,8.629352280934853,21.938649217344302,50.671057084452414,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2023.0,12.0,Rabi,0.0292018044875467,16.074123007001123,70.79428782575842,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2023.0,12.0,Rabi,4.536837163792453,16.126109216042668,75.27776003255855,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2023.0,12.0,Rabi,4.732069124183165,17.762516296429556,70.09456117835522,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2023.0,12.0,Rabi,6.1954091119643735,17.7409100330475,68.46379900864466,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2023.0,12.0,Rabi,0.235142038889242,16.28551360131535,60.61319436321551,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2023.0,12.0,Rabi,4.435715310432304,18.05999557135318,63.72021886455253,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2023.0,12.0,Rabi,0.0,16.408651518848597,65.61792507242163,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2023.0,12.0,Rabi,3.042776872401392,17.052141849408642,59.251291199546834,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2023.0,12.0,Rabi,2.1661015260233443,16.94072001162417,68.70058772541017,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2023.0,12.0,Rabi,2.19175525861741,16.445200694689305,70.58303538143156,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2023.0,12.0,Rabi,0.0455439238897906,15.430069622293564,68.60063553581273,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2023.0,12.0,Rabi,0.1150630460680745,15.39196843940094,68.0139517781752,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2023.0,12.0,Rabi,0.1748737995997001,17.060010632636637,56.88041097802623,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2023.0,12.0,Rabi,0.0099861784706828,16.032553879376305,64.96793577534125,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2023.0,12.0,Rabi,2.910090072599454,21.083160286723302,58.8427821232948,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2023.0,12.0,Rabi,0.0009715117487587686,19.313542518851985,44.9747835833642,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2023.0,12.0,Rabi,1.1722814839816051,17.239543115498627,62.2585058832241,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2023.0,12.0,Rabi,0.021980358825163,16.680019664512738,55.71160455127485,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2023.0,12.0,Rabi,3.139319774227275,17.422964639003062,69.33751704281106,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2023.0,12.0,Rabi,5.457009402795307,18.126614807531563,65.39031366267552,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2023.0,12.0,Rabi,0.002321994577412,16.095123917516876,59.08188605817794,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2023.0,12.0,Rabi,1.7215502275173862,20.13485427431239,63.53926120770468,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2023.0,12.0,Rabi,0.0805598033403858,17.775352572987185,51.2804057320115,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2023.0,12.0,Rabi,0.0285651224000535,18.831577033702025,58.08129947487102,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2023.0,12.0,Rabi,5.510575469858115,18.47192165933693,66.25641552249606,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2023.0,12.0,Rabi,0.4323317064228555,15.826662556368396,59.559782565693645,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2023.0,12.0,Rabi,0.0584542469183238,17.656621091024167,50.64201385458376,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2023.0,12.0,Rabi,0.4207928081499404,16.929114037358897,52.18167551564528,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2023.0,12.0,Rabi,0.1980982746205296,17.96982405466027,56.95090140720673,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2023.0,12.0,Rabi,0.209888589115264,15.93560073395914,56.78951136071407,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2023.0,12.0,Rabi,2.8639449196058835,18.27777710952045,60.91371854100949,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2023.0,12.0,Rabi,0.3352180994526193,17.100877592112862,63.496714673935685,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2024.0,1.0,Rabi,10.256440119747856,12.656840224541003,79.23373924987835,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2024.0,1.0,Rabi,13.053733283079112,13.14616105865008,79.72244277236616,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2024.0,1.0,Rabi,5.469946711970136,16.21924432562578,67.80990872508995,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2024.0,1.0,Rabi,8.495526170798032,16.378732495251864,66.55244020854046,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2024.0,1.0,Rabi,3.993339998523071,13.562724890343466,69.18961158789314,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2024.0,1.0,Rabi,1.056512532377201,17.065927036735737,57.08592967615763,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2024.0,1.0,Rabi,8.789853168848776,13.386249541323506,73.99583941871037,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2024.0,1.0,Rabi,1.7873347889310005,15.936496038712615,54.13142336319232,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2024.0,1.0,Rabi,7.581553679087835,14.453132381034369,72.17648412536539,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Karauli,2024.0,1.0,Rabi,10.654445050158447,13.639715758937262,75.58345070603777,7.323849110664443,0.9467935707025282,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Ganganagar,2024.0,1.0,Rabi,4.32994917911529,11.60497986635768,78.24482709500136,7.925312236058909,0.7232944493530641,53.05909954215294,24.470290062624482,22.47062579400709,Sandy Clay Loam
Hanumangarh,2024.0,1.0,Rabi,4.055362621709189,11.683808150727236,78.34523110277631,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.726261266006375,Sandy Clay Loam
Ajmer,2024.0,1.0,Rabi,4.010379677194932,15.117098082707969,60.123530953470485,7.483101302382153,0.7415093976612266,32.89577793930147,23.189653688001222,43.9144725913661,Loam
Alwar,2024.0,1.0,Rabi,9.373344974712394,12.64780012273718,75.24843626165675,7.431135494000176,1.0529518117267935,45.67522844606345,24.966633472578202,29.358154120156932,Loam
Banswara,2024.0,1.0,Rabi,1.109607823833698,19.589891044230328,56.91323551648112,7.279456939407893,0.998926055083475,36.036171122442354,27.306582231712007,36.657470083764224,Clay Loam
Barmer,2024.0,1.0,Rabi,1.4826062669966438,17.0826568711899,49.01693334251239,7.8659423794938075,0.5208200033804808,51.100383491805815,23.530804202945724,25.36878991690401,Loam
Bhilwara,2024.0,1.0,Rabi,2.2107772426370285,15.73070172024745,60.45220732395202,7.394414449709638,0.7807999519924316,35.24014643085083,27.321630816527723,37.43825725794166,Clay Loam
Bikaner,2024.0,1.0,Rabi,2.838254717728712,13.061644544321368,69.67823542978006,8.03242181095953,0.5236890079298842,51.19230505500413,24.099762137057745,24.70795061253445,Loam
Bundi,2024.0,1.0,Rabi,4.524365568809145,15.636733606407832,68.56802647436176,7.345372898579913,0.8640630543862735,42.28414376430791,27.18739714901769,30.52879617131715,Clay Loam
Chittaurgarh,2024.0,1.0,Rabi,2.7955643539929342,16.79827071460091,61.76529539432363,7.311872884947514,0.8865564126708907,33.46105777762949,35.197051820377986,31.341929188327544,Clay Loam
Churu,2024.0,1.0,Rabi,4.980089826885307,12.49486535697885,73.01939697768601,7.931710739193281,0.6130627937848321,54.65475317517449,23.528332957980957,21.81687519782054,Sandy Clay Loam
Dungarpur,2024.0,1.0,Rabi,0.2146342232180675,18.81002315034792,59.20409152443155,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Jaisalmer,2024.0,1.0,Rabi,2.3348013985627767,14.639399000247687,62.07263902266305,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalor,2024.0,1.0,Rabi,1.2325395219811586,17.443847181347714,51.62536618507416,7.5693450681661485,0.7197348534596913,47.63071085699597,22.360459238758345,30.008805657174882,Loam
Jhalawar,2024.0,1.0,Rabi,7.313793580978581,17.228921604106702,64.42573860925786,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunun,2024.0,1.0,Rabi,5.438707006691028,12.309866141916432,73.09431954688647,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,2024.0,1.0,Rabi,1.9069745831213647,15.174748058152645,57.44173752006661,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.379890594471135,Sandy Clay Loam
Nagaur,2024.0,1.0,Rabi,2.4058130229314223,14.317314523623526,62.23590949638557,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,2024.0,1.0,Rabi,1.792697119459188,16.584154615562852,52.88840125943787,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Sikar,2024.0,1.0,Rabi,5.368284579192614,12.87010211241432,69.0948078222068,7.534495397778516,0.786278701903854,45.343238576826465,26.97856082950532,27.678151897554653,Loam
Sirohi,2024.0,1.0,Rabi,1.7308652165962086,17.358957706031187,50.65660440574328,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Tonk,2024.0,1.0,Rabi,5.117242915151078,14.793439297460592,67.90471888646782,7.416020895154145,0.7846190095895532,44.09877632225127,23.461647278027836,32.43956502073543,Loam
Bharatpur,2024.0,2.0,Rabi,8.311763531815842,17.12827888586721,57.043103213451445,7.735500321128259,0.8720525911950796,44.87451725968808,27.175172041928484,27.9501141011255,Clay Loam
Dhaulpur,2024.0,2.0,Rabi,4.418073264536779,17.534928225539225,57.77666370059641,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207046,29.555065959184624,Loam
Kota,2024.0,2.0,Rabi,0.8352226182859587,19.75303152010326,50.30548108827266,7.331463260312297,0.8223356041420042,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Baran,2024.0,2.0,Rabi,1.7829949311011433,19.81935705923669,49.99146918124929,7.310498511980818,0.787739078833932,41.22755819494017,27.577050555745654,31.195185078293044,Clay Loam
Jaipur,2024.0,2.0,Rabi,4.554470294548578,17.35957902824745,46.95623794720252,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Udaipur,2024.0,2.0,Rabi,0.3397952450356791,19.981976101117983,44.26759896886794,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Dausa,2024.0,2.0,Rabi,3.016829173476248,17.570289047101266,50.60993492992487,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Rajsamand,2024.0,2.0,Rabi,0.4258573927180699,18.44911879168681,42.093740036896335,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,2024.0,2.0,Rabi,0.922765421382318,18.293128316230945,51.57616397913564,7.391336939566251,0.9090809910014799,46.36155834187105,25.40509783395536,28.23333160894245,Loam
